"","searchText","label","alias","description","uri","methodSitelinks","methodSitelinksResult","methodB","methodBResult","methodCMatch","methodCResult","methodC"
"161","physical principle","physical law","physical principle",NA,"http://www.wikidata.org/entity/Q214070",FALSE,NA,FALSE,NA,6,"Q214070",TRUE
"162","PSR B","Vela Pulsar","PSR B0833-45","multi-spectrum pulsar associated with the Vela Supernova Remnant","http://www.wikidata.org/entity/Q167462",FALSE,NA,FALSE,NA,6,"Q167462",TRUE
"163","public lecture","speech","public lecture","address delivered to an audience","http://www.wikidata.org/entity/Q861911",FALSE,NA,FALSE,NA,6,"Q861911",TRUE
"164","same time","Same Time, Next Year",NA,"1978 film by Robert Mulligan","http://www.wikidata.org/entity/Q2558644",FALSE,NA,FALSE,NA,6,"Q2558644",TRUE
"165","secondary school","secondary school",NA,"organization where secondary education is provided","http://www.wikidata.org/entity/Q159334",FALSE,NA,FALSE,NA,6,"Q159334",TRUE
"166","technical standards","technical standard",NA,"established norm or requirement to facilitate consistency","http://www.wikidata.org/entity/Q317623",FALSE,NA,FALSE,NA,6,"Q317623",TRUE
"167","two weeks","Two Weeks Notice",NA,"2002 romantic comedy movie directed by Marc Lawrence","http://www.wikidata.org/entity/Q719823",FALSE,NA,FALSE,NA,6,"Q719823",TRUE
"168","two years","Two Years' Vacation",NA,"book by Jules Verne","http://www.wikidata.org/entity/Q232055",FALSE,NA,FALSE,NA,6,"Q232055",TRUE
"169","William Frauenglass","William Frauenglass",NA,"American high school teacher fired during McCarthyism","http://www.wikidata.org/entity/Q56728865",FALSE,NA,FALSE,NA,6,"Q56728865",TRUE
"170","work he","occupational safety and health","work health and safety","area concerned with the safety, health and welfare of people engaged in work or employment","http://www.wikidata.org/entity/Q629029",FALSE,NA,FALSE,NA,6,"Q629029",TRUE
"171","Albert Einstein Gymnasium","Albert Einstein Gymnasium",NA,"School in Hameln, Germany","http://www.wikidata.org/entity/Q1790085",FALSE,NA,FALSE,NA,5,"Q1790085",TRUE
"172","American citizen","An American Citizen","American Citizen","1914 film by J. Searle Dawley","http://www.wikidata.org/entity/Q2085303",FALSE,NA,FALSE,NA,5,"Q2085303",TRUE
"173","American culture","culture of the United States","American culture","culture of an area","http://www.wikidata.org/entity/Q1044835",FALSE,NA,FALSE,NA,5,"Q1044835",TRUE
"174","aortic aneurysm","aortic aneurysm",NA,"orta to greater than 1.5 times normal size.","http://www.wikidata.org/entity/Q616003",FALSE,NA,FALSE,NA,5,"Q616003",TRUE
"175","Brownian movement","Brownian Movement",NA,"2010 film by Nanouk Leopold","http://www.wikidata.org/entity/Q991119",FALSE,NA,FALSE,NA,5,"Q991119",TRUE
"176","diatomic molecules","diatomic molecule",NA,"molecule composed of only two atoms of the same or different chemical elements","http://www.wikidata.org/entity/Q1751859",FALSE,NA,FALSE,NA,5,"Q1751859",TRUE
"177","district court","district court",NA,"category of courts","http://www.wikidata.org/entity/Q75029",FALSE,NA,FALSE,NA,5,"Q75029",TRUE
"178","electric signals","signal","electric signal","varying physical quantity that conveys information","http://www.wikidata.org/entity/Q174984",FALSE,NA,FALSE,NA,5,"Q174984",TRUE
"179","film star","Film Stars Don't Die in Liverpool",NA,"2017 film by Paul McGuigan","http://www.wikidata.org/entity/Q28101361",FALSE,NA,FALSE,NA,5,"Q28101361",TRUE
"180","first cousin","first cousin",NA,"child of an uncle or aunt","http://www.wikidata.org/entity/Q76666",FALSE,NA,FALSE,NA,5,"Q76666",TRUE
"181","first time","The First Time","First Time","2012 film by Jon Kasdan","http://www.wikidata.org/entity/Q3019431",FALSE,NA,FALSE,NA,5,"Q3019431",TRUE
"182","five years","Five Years",NA,"2013 film by Stefan Schaller","http://www.wikidata.org/entity/Q15260449",FALSE,NA,FALSE,NA,5,"Q15260449",TRUE
"183","free energy","Free Energy",NA,"American rock band","http://www.wikidata.org/entity/Q5499811",FALSE,NA,FALSE,NA,5,"Q5499811",TRUE
"184","gauge symmetry","gauge theory","Gauge symmetry","physical theory having a gauge symmetry","http://www.wikidata.org/entity/Q214850",FALSE,NA,FALSE,NA,5,"Q214850",TRUE
"185","general part","general partnership",NA,"association of persons or unincorporated company","http://www.wikidata.org/entity/Q646164",FALSE,NA,FALSE,NA,5,"Q646164",TRUE
"186","German regime","8th Virginia Regiment","German Regiment",NA,"http://www.wikidata.org/entity/Q4645493",FALSE,NA,FALSE,NA,5,"Q4645493",TRUE
"187","his father","His Father's Portrait",NA,"1953 film by André Berthomieu","http://www.wikidata.org/entity/Q2185610",FALSE,NA,FALSE,NA,5,"Q2185610",TRUE
"188","His father","His Father's Portrait",NA,"1953 film by André Berthomieu","http://www.wikidata.org/entity/Q2185610",FALSE,NA,FALSE,NA,5,"Q2185610",TRUE
"189","Humanist Society of New","Humanist Society of New Zealand",NA,"organization","http://www.wikidata.org/entity/Q5939375",FALSE,NA,FALSE,NA,5,"Q5939375",TRUE
"190","initial programs","booting","Initial Program Load","initial set of operations that a computer system performs after electrical power to the CPU is switched on or when the computer is reset","http://www.wikidata.org/entity/Q180256",FALSE,NA,FALSE,NA,5,"Q180256",TRUE
"191","international media","International Media Support",NA,"organization","http://www.wikidata.org/entity/Q16958299",FALSE,NA,FALSE,NA,5,"Q16958299",TRUE
"192","Luitpold Gymnasium","Luitpold Gymnasium",NA,NA,"http://www.wikidata.org/entity/Q2324614",FALSE,NA,FALSE,NA,5,"Q2324614",TRUE
"193","mathematical structure","mathematical structure",NA,"additional mathematical object that, in some manner, attaches (or relates) to that set to endow it with some additional meaning or significance","http://www.wikidata.org/entity/Q748349",FALSE,NA,FALSE,NA,5,"Q748349",TRUE
"194","new era","New Era",NA,"human settlement in Oceana County, Michigan, United States of America","http://www.wikidata.org/entity/Q648053",FALSE,NA,FALSE,NA,5,"Q648053",TRUE
"195","new law","New Laws",NA,"laws intended to prevent the exploitation and mistreatment of the indigenous peoples of the Americas","http://www.wikidata.org/entity/Q1121487",FALSE,NA,FALSE,NA,5,"Q1121487",TRUE
"196","old friend","hygiene hypothesis","Old friends hypothesis","hypothesis in medicine that early childhood exposure to certain microorganisms (e.g. gut flora, helminths) protects against allergies by helping the immune system develop","http://www.wikidata.org/entity/Q2109172",FALSE,NA,FALSE,NA,5,"Q2109172",TRUE
"197","one life","A Woman's Life","One Life","2016 film by Stéphane Brizé","http://www.wikidata.org/entity/Q20899743",FALSE,NA,FALSE,NA,5,"Q20899743",TRUE
"198","other end","The Other End of the Line","Other End of the Line","2008 film by James Dodson","http://www.wikidata.org/entity/Q814612",FALSE,NA,FALSE,NA,5,"Q814612",TRUE
"199","people who","People Who Travel",NA,"1938 film by Jacques Feyder in French","http://www.wikidata.org/entity/Q1934360",FALSE,NA,FALSE,NA,5,"Q1934360",TRUE
"200","Prize Winners","The Prize Winner of Defiance, Ohio","Prize Winner of Defiance, Ohio","2005 film by Jane Anderson","http://www.wikidata.org/entity/Q3338792",FALSE,NA,FALSE,NA,5,"Q3338792",TRUE
"201","quantum information","quantum information science",NA,"interdisciplinary theory behind quantum computing","http://www.wikidata.org/entity/Q2122216",FALSE,NA,FALSE,NA,5,"Q2122216",TRUE
"202","quantum information theory","quantum information science","quantum information theory","interdisciplinary theory behind quantum computing","http://www.wikidata.org/entity/Q2122216",FALSE,NA,FALSE,NA,5,"Q2122216",TRUE
"203","second cousin","first cousin","Second cousin","child of an uncle or aunt","http://www.wikidata.org/entity/Q76666",FALSE,NA,FALSE,NA,5,"Q76666",TRUE
"204","second time","The Second Time Around","Second Time Around","1961 film by Vincent Sherman","http://www.wikidata.org/entity/Q7762968",FALSE,NA,FALSE,NA,5,"Q7762968",TRUE
"205","specific heat","specific heat capacity",NA,"intensive quantity, heat capacity per mass","http://www.wikidata.org/entity/Q487756",FALSE,NA,FALSE,NA,5,"Q487756",TRUE
"206","statistical model","statistical models",NA,"type of mathematical model","http://www.wikidata.org/entity/Q3284399",FALSE,NA,FALSE,NA,5,"Q3284399",TRUE
"207","Student Union","students' union","student union","type of student organization","http://www.wikidata.org/entity/Q877998",FALSE,NA,FALSE,NA,5,"Q877998",TRUE
"208","those who","Those Who Love Me Can Take the Train",NA,"1998 film directed by Patrice Chéreau","http://www.wikidata.org/entity/Q683529",FALSE,NA,FALSE,NA,5,"Q683529",TRUE
"209","World War II in Europe","European Theatre of World War II","World War II in Europe","huge area of heavy fighting across Europe","http://www.wikidata.org/entity/Q44700",FALSE,NA,FALSE,NA,5,"Q44700",TRUE
"210","auction house","auction house",NA,"place or business where auctions are held","http://www.wikidata.org/entity/Q9209474",FALSE,NA,FALSE,NA,4,"Q9209474",TRUE
"211","cantonal school","Cantonal School of Graubünden",NA,NA,"http://www.wikidata.org/entity/Q1020798",FALSE,NA,FALSE,NA,4,"Q1020798",TRUE
"212","critical point","critical point",NA,"Temperature and pressure point where phase boundaries disappear","http://www.wikidata.org/entity/Q111059",FALSE,NA,FALSE,NA,4,"Q111059",TRUE
"213","de Sitter","De Sitter",NA,"impact crater","http://www.wikidata.org/entity/Q1180300",FALSE,NA,FALSE,NA,4,"Q1180300",TRUE
"214","Federal Polytechnic","Federal Polytechnic, Idah",NA,NA,"http://www.wikidata.org/entity/Q25044411",FALSE,NA,FALSE,NA,4,"Q25044411",TRUE
"215","few days","A Few Days in September","Few Days in September","2006 first film directed by Santiago Amigorena","http://www.wikidata.org/entity/Q3179069",FALSE,NA,FALSE,NA,4,"Q3179069",TRUE
"216","fifth anniversary","Fifth Anniversary",NA,"episode of Laverne & Shirley (S6 E18)","http://www.wikidata.org/entity/Q52722667",FALSE,NA,FALSE,NA,4,"Q52722667",TRUE
"217","general field","field marshal","general field marshal","rank in the German Army","http://www.wikidata.org/entity/Q7820253",FALSE,NA,FALSE,NA,4,"Q7820253",TRUE
"218","German consulate","German Consulate-General in Shanghai",NA,NA,"http://www.wikidata.org/entity/Q1501886",FALSE,NA,FALSE,NA,4,"Q1501886",TRUE
"219","German culture","culture of Germany","German culture","culture of an area","http://www.wikidata.org/entity/Q1979615",FALSE,NA,FALSE,NA,4,"Q1979615",TRUE
"220","God who","The God Who Wasn't There","God Who Wasn't There","2005 film by Brian Flemming","http://www.wikidata.org/entity/Q3084513",FALSE,NA,FALSE,NA,4,"Q3084513",TRUE
"221","gravitational field","gravitational field",NA,"field","http://www.wikidata.org/entity/Q558066",FALSE,NA,FALSE,NA,4,"Q558066",TRUE
"222","gravitational fields","gravitational field",NA,"field","http://www.wikidata.org/entity/Q558066",FALSE,NA,FALSE,NA,4,"Q558066",TRUE
"223","Gravitational Fields","gravitational field",NA,"field","http://www.wikidata.org/entity/Q558066",FALSE,NA,FALSE,NA,4,"Q558066",TRUE
"224","harmonic oscillator","harmonic oscillator",NA,"physical system that responds to a restoring force inversely proportional to displacement","http://www.wikidata.org/entity/Q190070",FALSE,NA,FALSE,NA,4,"Q190070",TRUE
"225","historical monuments","Historical Monument",NA,"protected French building as a Historical Monument (use « classified Historical Monument » and « inscribed Historical Monument »)","http://www.wikidata.org/entity/Q916475",FALSE,NA,FALSE,NA,4,"Q916475",TRUE
"226","honorary member","Honorary Member of the Order of Merit (Portugal)",NA,"rank of the Order of Merit (Portugal)","http://www.wikidata.org/entity/Q66401029",FALSE,NA,FALSE,NA,4,"Q66401029",TRUE
"227","hydrogen gas","dihydrogen","hydrogen gas","primary form in which hydrogen is found","http://www.wikidata.org/entity/Q3027893",FALSE,NA,FALSE,NA,4,"Q3027893",TRUE
"228","international exchange","International Exchange Bank",NA,NA,"http://www.wikidata.org/entity/Q6050332",FALSE,NA,FALSE,NA,4,"Q6050332",TRUE
"229","MIT OpenCourseWare","MIT OpenCourseWare",NA,"a web-based publication of virtually all MIT course content","http://www.wikidata.org/entity/Q1637597",FALSE,NA,FALSE,NA,4,"Q1637597",TRUE
"230","most promising","Most Promising Young Actress",NA,"2000 film by Gérard Jugnot","http://www.wikidata.org/entity/Q3304654",FALSE,NA,FALSE,NA,4,"Q3304654",TRUE
"231","Nazi propaganda","Nazi propaganda",NA,NA,"http://www.wikidata.org/entity/Q705157",FALSE,NA,FALSE,NA,4,"Q705157",TRUE
"232","new term","Do Not Disturb","New Terminal Hotel","2010 American horror thriller film directed by BC Furtney","http://www.wikidata.org/entity/Q4835288",FALSE,NA,FALSE,NA,4,"Q4835288",TRUE
"233","nuclear physicist","nuclear physicist",NA,"physicist in nuclear science","http://www.wikidata.org/entity/Q16742096",FALSE,NA,FALSE,NA,4,"Q16742096",TRUE
"234","orbital period","orbital period",NA,"time taken for a given object to make one complete orbit around another object, and applies in astronomy to mostly either planets or asteroids orbiting the Sun, moons orbiting planets, exoplanets orbiting other stars, or binary stars","http://www.wikidata.org/entity/Q37640",FALSE,NA,FALSE,NA,4,"Q37640",TRUE
"235","Press Archives","press archives of the German Bundestag",NA,NA,"http://www.wikidata.org/entity/Q65652991",FALSE,NA,FALSE,NA,4,"Q65652991",TRUE
"236","scientific journal","scientific journal",NA,"periodical journal publishing scientific research","http://www.wikidata.org/entity/Q5633421",FALSE,NA,FALSE,NA,4,"Q5633421",TRUE
"237","second child","A Second Childhood","Second Childhood","2010 film by Pupi Avati","http://www.wikidata.org/entity/Q4004376",FALSE,NA,FALSE,NA,4,"Q4004376",TRUE
"238","short time","Short Time",NA,"1990 film directed by Gregg Champion","http://www.wikidata.org/entity/Q7501938",FALSE,NA,FALSE,NA,4,"Q7501938",TRUE
"239","six weeks","Six Weeks",NA,"1982 film by Tony Bill","http://www.wikidata.org/entity/Q7532915",FALSE,NA,FALSE,NA,4,"Q7532915",TRUE
"240","three years","Great Chinese Famine","Three Years of Great Famine","period of widespread famine in the People's Republic of China between the years 1959 and 1961","http://www.wikidata.org/entity/Q2454958",FALSE,NA,FALSE,NA,4,"Q2454958",TRUE
"241","what they","What They Had",NA,"2018 American drama film directed by Elizabeth Chomko","http://www.wikidata.org/entity/Q28975644",FALSE,NA,FALSE,NA,4,"Q28975644",TRUE
"242","annus mirabilis","Annus Mirabilis",NA,"poem by John Dryden","http://www.wikidata.org/entity/Q567422",FALSE,NA,FALSE,NA,3,"Q567422",TRUE
"243","Annus Mirabilis","Annus Mirabilis",NA,"poem by John Dryden","http://www.wikidata.org/entity/Q567422",FALSE,NA,FALSE,NA,3,"Q567422",TRUE
"244","British newspaper","British Newspaper Archive",NA,NA,"http://www.wikidata.org/entity/Q17512154",FALSE,NA,FALSE,NA,3,"Q17512154",TRUE
"245","Daily Herald","Daily Herald",NA,"British daily newspaper","http://www.wikidata.org/entity/Q2713264",FALSE,NA,FALSE,NA,3,"Q2713264",TRUE
"246","der Physik","Portrait of the Physicist Hermann von Helmholtz","Der Physiker Hermann von Helmholtz","painting by Ludwig Knaus","http://www.wikidata.org/entity/Q50113620",FALSE,NA,FALSE,NA,3,"Q50113620",TRUE
"247","electrical equipment","electrical equipment",NA,"machine powered by electricity","http://www.wikidata.org/entity/Q3749263",FALSE,NA,FALSE,NA,3,"Q3749263",TRUE
"248","FBI file","F.B. Eyes Digital Archive","FBI Files on African American Authors Obtained through the U.S.","website","http://www.wikidata.org/entity/Q76001142",FALSE,NA,FALSE,NA,3,"Q76001142",TRUE
"249","first president","First President's Park",NA,NA,"http://www.wikidata.org/entity/Q16684909",FALSE,NA,FALSE,NA,3,"Q16684909",TRUE
"250","fundamental law","Fundamental Law of Vatican City State",NA,NA,"http://www.wikidata.org/entity/Q441709",FALSE,NA,FALSE,NA,3,"Q441709",TRUE
"251","high commissioner","High Commissioner",NA,"position; the senior diplomat in charge of the diplomatic mission of one Commonwealth government to another","http://www.wikidata.org/entity/Q123695",FALSE,NA,FALSE,NA,3,"Q123695",TRUE
"252","high I","high island",NA,"island of volcanic origin","http://www.wikidata.org/entity/Q1161185",FALSE,NA,FALSE,NA,3,"Q1161185",TRUE
"253","higher mathematics","advanced mathematics","Higher mathematics","certain type of mathematics from secondary school onwards","http://www.wikidata.org/entity/Q4464",FALSE,NA,FALSE,NA,3,"Q4464",TRUE
"254","His mother","His Mother",NA,"1912 American silent film directed by Sidney Olcott","http://www.wikidata.org/entity/Q18612207",FALSE,NA,FALSE,NA,3,"Q18612207",TRUE
"255","his wife","His Wife's Diary",NA,"2000 film by Alexei Uchitel","http://www.wikidata.org/entity/Q4163083",FALSE,NA,FALSE,NA,3,"Q4163083",TRUE
"256","honorary degree","honorary degree",NA,"degree awarded waiving requirements to honour an individual","http://www.wikidata.org/entity/Q209896",FALSE,NA,FALSE,NA,3,"Q209896",TRUE
"257","official positions","corporate title","official position","job title given to company and organization officials to show what duties and responsibilities they have in the organization","http://www.wikidata.org/entity/Q11488158",FALSE,NA,FALSE,NA,3,"Q11488158",TRUE
"258","potential development","Potential developmental neurotoxicity of pesticides used in Europe",NA,"scientific article","http://www.wikidata.org/entity/Q21245813",FALSE,NA,FALSE,NA,3,"Q21245813",TRUE
"259","scientific papers","scholarly article","scientific paper","article in an academic publication, usually peer reviewed","http://www.wikidata.org/entity/Q13442814",FALSE,NA,FALSE,NA,3,"Q13442814",TRUE
"260","Second Class","Second Class",NA,"2012 film","http://www.wikidata.org/entity/Q14955278",FALSE,NA,FALSE,NA,3,"Q14955278",TRUE
"261","second quantum","azimuthal quantum number","second quantum number","quantum number for an atomic orbital that determines its orbital angular momentum and describes the shape of the orbital, and is symbolized as ℓ","http://www.wikidata.org/entity/Q1916324",FALSE,NA,FALSE,NA,3,"Q1916324",TRUE
"262","teaching method","teaching methodology",NA,"methodology for teaching a particular subject","http://www.wikidata.org/entity/Q350453",FALSE,NA,FALSE,NA,3,"Q350453",TRUE
"263","their son","Their Son",NA,"1929 film by Joe May, Gennaro Righelli","http://www.wikidata.org/entity/Q3793408",FALSE,NA,FALSE,NA,3,"Q3793408",TRUE
"264","Their son","Their Son",NA,"1929 film by Joe May, Gennaro Righelli","http://www.wikidata.org/entity/Q3793408",FALSE,NA,FALSE,NA,3,"Q3793408",TRUE
"265","their sons","Their Son",NA,"1929 film by Joe May, Gennaro Righelli","http://www.wikidata.org/entity/Q3793408",FALSE,NA,FALSE,NA,3,"Q3793408",TRUE
"266","thermodynamic properties","state function","thermodynamic property of system","measurable characteristic of the current state of a thermodynamic system, independent of the history of the system","http://www.wikidata.org/entity/Q230937",FALSE,NA,FALSE,NA,3,"Q230937",TRUE
"267","three weeks","Three Weeks",NA,"1924 film by Alan Crosland","http://www.wikidata.org/entity/Q3990877",FALSE,NA,FALSE,NA,3,"Q3990877",TRUE
"268","time he","Time Heist",NA,"episode of Doctor Who","http://www.wikidata.org/entity/Q17640044",FALSE,NA,FALSE,NA,3,"Q17640044",TRUE
"269","Youth camp","Park Ridge Youth Campus","Youth Campus","former school/orphanage in Park Ridge, Illinois","http://www.wikidata.org/entity/Q62088390",FALSE,NA,FALSE,NA,3,"Q62088390",TRUE
"270","Academic career","Academic career in medicine: requirements and conditions for successful advancement in Switzerland.",NA,"scientific article","http://www.wikidata.org/entity/Q33436409",FALSE,NA,FALSE,NA,2,"Q33436409",TRUE
"271","Advanced Study","Advanced Study at the University of Cambridge",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q60268853",FALSE,NA,FALSE,NA,2,"Q60268853",TRUE
"272","advisory board","advisory board",NA,"body providing strategic advice to an organisation","http://www.wikidata.org/entity/Q4686866",FALSE,NA,FALSE,NA,2,"Q4686866",TRUE
"273","atom bombs","Atom Bomb",NA,"1964 film by P. Subramaniam","http://www.wikidata.org/entity/Q4817206",FALSE,NA,FALSE,NA,2,"Q4817206",TRUE
"274","Austrian citizenship","Austrian nationality law","Austrian citizenship",NA,"http://www.wikidata.org/entity/Q305961",FALSE,NA,FALSE,NA,2,"Q305961",TRUE
"275","award ceremony","award ceremony",NA,"event and/or television programming genre based on the presentation of an award","http://www.wikidata.org/entity/Q4504495",FALSE,NA,FALSE,NA,2,"Q4504495",TRUE
"276","Belgian Royal","Belgian Royal Escort",NA,NA,"http://www.wikidata.org/entity/Q3057967",FALSE,NA,FALSE,NA,2,"Q3057967",TRUE
"277","better teacher","Better teachers are needed to improve science education",NA,NA,"http://www.wikidata.org/entity/Q59056071",FALSE,NA,FALSE,NA,2,"Q59056071",TRUE
"278","black student","Black Student Movement",NA,"Student organization in North Carolina","http://www.wikidata.org/entity/Q4921922",FALSE,NA,FALSE,NA,2,"Q4921922",TRUE
"279","capillary attraction","Capillary Attraction",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q59063355",FALSE,NA,FALSE,NA,2,"Q59063355",TRUE
"280","Collected Papers","Collected Papers on Analytical Psychology",NA,NA,"http://www.wikidata.org/entity/Q19047281",FALSE,NA,FALSE,NA,2,"Q19047281",TRUE
"281","commercial production","Commercial Production of Oil from Coal",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q60088476",FALSE,NA,FALSE,NA,2,"Q60088476",TRUE
"282","concrete evidence","Concrete evidence that volcanoes can be stopped.",NA,"scientific article published in February 2007","http://www.wikidata.org/entity/Q43586810",FALSE,NA,FALSE,NA,2,"Q43586810",TRUE
"283","creative thought","Creative Thought and Social Service",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q60079582",FALSE,NA,FALSE,NA,2,"Q60079582",TRUE
"284","de Sitter universe","De Sitter universe",NA,NA,"http://www.wikidata.org/entity/Q3036474",FALSE,NA,FALSE,NA,2,"Q3036474",TRUE
"285","deep love","Deep Love",NA,NA,"http://www.wikidata.org/entity/Q614433",FALSE,NA,FALSE,NA,2,"Q614433",TRUE
"286","diffusion phenomena","Diffusion Phenomena",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q59028777",FALSE,NA,FALSE,NA,2,"Q59028777",TRUE
"287","dynamic models","Dynamic model",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q59047304",FALSE,NA,FALSE,NA,2,"Q59047304",TRUE
"288","dynamic universe","Dynamic Universe",NA,"journal article; published in Nature on 2005-06-22","http://www.wikidata.org/entity/Q74196577",FALSE,NA,FALSE,NA,2,"Q74196577",TRUE
"289","Early correspondence","Early Correspondence (NAID 1609090)",NA,"a series in the National Archives and Records Administration's holdings","http://www.wikidata.org/entity/Q66284070",FALSE,NA,FALSE,NA,2,"Q66284070",TRUE
"290","Europe he","Europe Hebdo",NA,NA,"http://www.wikidata.org/entity/Q3060732",FALSE,NA,FALSE,NA,2,"Q3060732",TRUE
"291","evidence that","Evidence that stem cells reside in the adult Drosophila midgut epithelium.",NA,"scientific article published on 7 December 2005","http://www.wikidata.org/entity/Q52663260",FALSE,NA,FALSE,NA,2,"Q52663260",TRUE
"292","experiments that","Experiments that fast-tracked big brains questioned",NA,"journal article; published in Nature on 2013-08-27","http://www.wikidata.org/entity/Q74440533",FALSE,NA,FALSE,NA,2,"Q74440533",TRUE
"293","External links","Template:External links","External links","Wikimedia template","http://www.wikidata.org/entity/Q13365838",FALSE,NA,FALSE,NA,2,"Q13365838",TRUE
"294","Federal Bureau of Investigation file","Federal Bureau of Investigation Files (NAID 12004580)",NA,"series in the National Archives and Records Administration's holdings","http://www.wikidata.org/entity/Q63912922",FALSE,NA,FALSE,NA,2,"Q63912922",TRUE
"295","first Board","First Board of Trustees of the Detroit Museum of Art",NA,"painting by Percy Ives","http://www.wikidata.org/entity/Q64576325",FALSE,NA,FALSE,NA,2,"Q64576325",TRUE
"296","French chemist","French chemists and the international reorganisation of chemistry after World War I.",NA,"journal article; published in 2011","http://www.wikidata.org/entity/Q48587494",FALSE,NA,FALSE,NA,2,"Q48587494",TRUE
"297","frequency f","Frequency fluctuations in silicon nanoresonators",NA,"scientific article published on 29 February 2016","http://www.wikidata.org/entity/Q36966992",FALSE,NA,FALSE,NA,2,"Q36966992",TRUE
"298","German government","German Government Securities (NAID 4684611)",NA,"a series in the National Archives and Records Administration's holdings","http://www.wikidata.org/entity/Q64298267",FALSE,NA,FALSE,NA,2,"Q64298267",TRUE
"299","German magazine","German Magazines Seized from the German American Bund (NAID 6924649)",NA,"a series in the National Archives and Records Administration's holdings","http://www.wikidata.org/entity/Q64479054",FALSE,NA,FALSE,NA,2,"Q64479054",TRUE
"300","German scientists","German scientists left in the cold as Berlin rejects rescue plan",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q59004102",FALSE,NA,FALSE,NA,2,"Q59004102",TRUE
"301","good grades","Good grades, but who gets the cash?",NA,"journal article; published in Nature on 2008-12-29","http://www.wikidata.org/entity/Q73913549",FALSE,NA,FALSE,NA,2,"Q73913549",TRUE
"302","gravitational radiation","Gravitational Radiation",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q58945923",FALSE,NA,FALSE,NA,2,"Q58945923",TRUE
"303","her death","Her Death Was Hysterical",NA,"painting by Sophie Von Hellermann","http://www.wikidata.org/entity/Q64541295",FALSE,NA,FALSE,NA,2,"Q64541295",TRUE
"304","her son","Her Son",NA,"1920 film by Walter West","http://www.wikidata.org/entity/Q12124758",FALSE,NA,FALSE,NA,2,"Q12124758",TRUE
"305","his family","His Family",NA,"book by Ernest Poole","http://www.wikidata.org/entity/Q5771986",FALSE,NA,FALSE,NA,2,"Q5771986",TRUE
"306","his friend","His Friend's Wife",NA,"1911 film by Harry McRae Webster","http://www.wikidata.org/entity/Q3785802",FALSE,NA,FALSE,NA,2,"Q3785802",TRUE
"307","his life","His Life",NA,"1912 silent short film","http://www.wikidata.org/entity/Q21534845",FALSE,NA,FALSE,NA,2,"Q21534845",TRUE
"308","his marriage","His Marriage Failure",NA,"1917 film by Herman C. Raymaker","http://www.wikidata.org/entity/Q28001065",FALSE,NA,FALSE,NA,2,"Q28001065",TRUE
"309","his return","His Return",NA,"1915 film by Raoul Walsh","http://www.wikidata.org/entity/Q3136456",FALSE,NA,FALSE,NA,2,"Q3136456",TRUE
"310","his son","His Son",NA,"1911 film by Bert Haldane","http://www.wikidata.org/entity/Q15695883",FALSE,NA,FALSE,NA,2,"Q15695883",TRUE
"311","his sons","His Son",NA,"1911 film by Bert Haldane","http://www.wikidata.org/entity/Q15695883",FALSE,NA,FALSE,NA,2,"Q15695883",TRUE
"312","his studio","His Studio",NA,"painting by Ignaz Marcel Gaugengigl","http://www.wikidata.org/entity/Q20635096",FALSE,NA,FALSE,NA,2,"Q20635096",TRUE
"313","his uncle","His Uncle's Wives",NA,"1913 film by Lawrence Marston","http://www.wikidata.org/entity/Q8844457",FALSE,NA,FALSE,NA,2,"Q8844457",TRUE
"314","honorary associate","Honorary Associates of the City of Birmingham College of Technology",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q59025892",FALSE,NA,FALSE,NA,2,"Q59025892",TRUE
"315","Hungarian scientists","Hungarian scientists want better links with government",NA,"journal article; published in Nature on 1979-5","http://www.wikidata.org/entity/Q71899749",FALSE,NA,FALSE,NA,2,"Q71899749",TRUE
"316","Investigation file","Investigation Files Relating to War Crimes and Malfeasance by Vietnamese Officials (NAID 3190081)",NA,"a series in the National Archives and Records Administration's holdings","http://www.wikidata.org/entity/Q66243908",FALSE,NA,FALSE,NA,2,"Q66243908",TRUE
"317","iron bar","Iron Barbs",NA,"Pokémon ability","http://www.wikidata.org/entity/Q56736899",FALSE,NA,FALSE,NA,2,"Q56736899",TRUE
"318","kidney problems","Kidney problems",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q58973217",FALSE,NA,FALSE,NA,2,"Q58973217",TRUE
"319","large fluctuations","Large fluctuations in speed on Greenland's Jakobshavn Isbrae glacier",NA,"scientific article","http://www.wikidata.org/entity/Q28296371",FALSE,NA,FALSE,NA,2,"Q28296371",TRUE
"320","lattice structure","Lattice structure of the fullerene ferromagnet TDAE–C60",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q58232324",FALSE,NA,FALSE,NA,2,"Q58232324",TRUE
"321","light quanta","Light Quanta and Photo-electric Emission",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q60137061",FALSE,NA,FALSE,NA,2,"Q60137061",TRUE
