"","searchText","label","alias","description","uri","methodSitelinks","methodSitelinksResult","methodB","methodBResult","methodCMatch","methodCResult","methodC"
"591","domesticated cat","Domesticated Cats with Active Mycobacteria Infections have Low Serum Vitamin D (25(OH)D) Concentrations",NA,NA,"http://www.wikidata.org/entity/Q61415226",FALSE,NA,FALSE,NA,1,"Q61415226",TRUE
"592","domesticated cats","Domesticated Cats with Active Mycobacteria Infections have Low Serum Vitamin D (25(OH)D) Concentrations",NA,NA,"http://www.wikidata.org/entity/Q61415226",FALSE,NA,FALSE,NA,1,"Q61415226",TRUE
"593","domesticated species","Domesticated species form a treasure-trove for molecular characterization of Mendelian traits by exploiting the specific genetic structure of these species in across-breed genome wide association studies.",NA,"scientific article published on 7 March 2012","http://www.wikidata.org/entity/Q43198508",FALSE,NA,FALSE,NA,1,"Q43198508",TRUE
"594","Dutch poes","Dutch Poetry Since 1950",NA,NA,"http://www.wikidata.org/entity/Q58358188",FALSE,NA,FALSE,NA,1,"Q58358188",TRUE
"595","Dutch poes","Dutch Poetry in Early Modern Norfolk",NA,"journal article","http://www.wikidata.org/entity/Q57475058",FALSE,NA,FALSE,NA,1,NA,FALSE
"596","early farmers","Early farmers from across Europe directly descended from Neolithic Aegeans.",NA,"scientific article published on 06 June 2016","http://www.wikidata.org/entity/Q37040635",FALSE,NA,FALSE,NA,1,"Q37040635",TRUE
"597","early farmers","Early farmers in the Mediterranean Basin: the Dalmatian evidence",NA,"article","http://www.wikidata.org/entity/Q58893738",FALSE,NA,FALSE,NA,1,NA,FALSE
"598","early farmers","Early Farmers of the Southern Plateau (8500–6500 BC)",NA,NA,"http://www.wikidata.org/entity/Q58152429",FALSE,NA,FALSE,NA,1,NA,FALSE
"599","early farmers","Early Farmers of the Sonoran Desert: Archaeological Investigations at the Houghton Road Site, Tucson, Arizona. Richard Ciolek-Torrello, editor. 1998. Technical Series 72, Statistical Research, Inc., Distributed by University of Arizona Press, xix + 3",NA,NA,"http://www.wikidata.org/entity/Q59229053",FALSE,NA,FALSE,NA,1,NA,FALSE
"600","early farmers","Early farmers caused floods",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q60065273",FALSE,NA,FALSE,NA,1,NA,FALSE
"601","early farmers","Early Farmers. The View from Archaeology and Science. Edited by Alasdair Whittle and Penny Bickle. 241mm. Pp 450, 86 figs, 25 tables. Oxford University Press for The British Academy, Proc Brit Acad, 48, Oxford, 2014.isbn 9780197265758. £90 (hbk)",NA,NA,"http://www.wikidata.org/entity/Q59184528",FALSE,NA,FALSE,NA,1,NA,FALSE
"602","early farmers","Early Farmers. The view from archaeology and science, edited by Alasdair Whittle & Penny Bickle, 2014. Oxford: Oxford University Press (Proceedings of the British Academy 198); ISBN 978-0-19-726575-8 hardback £90 & $135; xx + 450 pp., 12 col. pls, 8",NA,NA,"http://www.wikidata.org/entity/Q60027962",FALSE,NA,FALSE,NA,1,NA,FALSE
"603","early February","Early February 2016 nor'easter",NA,NA,"http://www.wikidata.org/entity/Q23022261",FALSE,NA,FALSE,NA,1,"Q23022261",TRUE
"604","early human settlements","Early Human Settlement of Northeastern North America",NA,NA,"http://www.wikidata.org/entity/Q56531533",FALSE,NA,FALSE,NA,1,"Q56531533",TRUE
"605","early human settlements","Early human settlements in the southern Qinling Mountains, central China",NA,"article","http://www.wikidata.org/entity/Q60233384",FALSE,NA,FALSE,NA,1,NA,FALSE
"606","early human settlements","Early human settlements as an opportunity for infectious microorganisms.",NA,"scientific article","http://www.wikidata.org/entity/Q47248736",FALSE,NA,FALSE,NA,1,NA,FALSE
"607","Encyclopedia Americana","Encyclopedia Americana",NA,"encyclopedic dictionary","http://www.wikidata.org/entity/Q753754",TRUE,"Q753754",FALSE,NA,6,"Q753754",TRUE
"608","Encyclopedia Americana","Encyclopedia Americana",NA,NA,"http://www.wikidata.org/entity/Q23307988",FALSE,NA,FALSE,NA,0,NA,FALSE
"609","English word","English words of Greek origin",NA,"Wikimedia list article","http://www.wikidata.org/entity/Q1863555",FALSE,NA,FALSE,NA,2,"Q1863555",TRUE
"610","English word","English word frequency and recognition in bilinguals: Inter-corpus comparison and error analysis.",NA,"scientific article","http://www.wikidata.org/entity/Q50589886",FALSE,NA,FALSE,NA,1,NA,FALSE
"611","English word","English words attributed to Charles 1 ; translated by Pelidros",NA,NA,"http://www.wikidata.org/entity/Q56176776",FALSE,NA,FALSE,NA,0,NA,FALSE
"612","English word","English words without vowels",NA,"Wikimedia list article","http://www.wikidata.org/entity/Q5378697",FALSE,NA,FALSE,NA,1,NA,FALSE
"613","English word","English words first attested in Chaucer",NA,NA,"http://www.wikidata.org/entity/Q5378696",FALSE,NA,FALSE,NA,NA,NA,FALSE
"614","English word","English Words",NA,NA,"http://www.wikidata.org/entity/Q5378413",FALSE,NA,FALSE,NA,2,NA,FALSE
"615","English word","English words of African origin",NA,NA,"http://www.wikidata.org/entity/Q20715985",FALSE,NA,FALSE,NA,NA,NA,FALSE
"616","English word","English Word-Formation",NA,NA,"http://www.wikidata.org/entity/Q65047973",FALSE,NA,FALSE,NA,1,NA,FALSE
"617","English word","English word stress in the post-nuclear position",NA,"scientific article published on 01 January 1978","http://www.wikidata.org/entity/Q67321466",FALSE,NA,FALSE,NA,1,NA,FALSE
"618","entire family","Entire family faces consequences of lack of insurance, report finds",NA,"scientific article published on 01 November 2002","http://www.wikidata.org/entity/Q78483477",FALSE,NA,FALSE,NA,1,"Q78483477",TRUE
"619","estrus cycles","Estrus cycle: influence on cardiac function following trauma-hemorrhage.",NA,"scientific article published on 28 July 2006","http://www.wikidata.org/entity/Q51793223",FALSE,NA,FALSE,NA,1,"Q51793223",TRUE
"620","estrus cycles","Estrus cycle asynchrony in wild female chimpanzees, Pan troglodytes schweinfurthii",NA,"article","http://www.wikidata.org/entity/Q56603235",FALSE,NA,FALSE,NA,1,NA,FALSE
"621","estrus cycles","Estrus cycle stage modifies the presentation of stress-induced startle suppression in female Sprague-Dawley rats.",NA,"scientific article published on 17 January 2008","http://www.wikidata.org/entity/Q51714624",FALSE,NA,FALSE,NA,1,NA,FALSE
"622","estrus cycles","Estrus cycle status defined by vaginal cytology does not correspond to fluctuations of circulating estrogens in female mice.",NA,"scientific article","http://www.wikidata.org/entity/Q39270617",FALSE,NA,FALSE,NA,1,NA,FALSE
"623","estrus cycles","Estrus cycle-related preference of BALB/c female mice for C57BL/6 males is induced by estrogen.",NA,"scientific article published on 22 May 2012","http://www.wikidata.org/entity/Q50803183",FALSE,NA,FALSE,NA,1,NA,FALSE
"624","estrus cycles","Estrus cycle-dependent action of leptin on basal and GH or IGF-I stimulated steroid secretion by whole porcine follicles.",NA,"scientific article","http://www.wikidata.org/entity/Q44898776",FALSE,NA,FALSE,NA,1,NA,FALSE
"625","estrus cycles","Estrus cycle in rats: the role of serotonin and norepinephrine.",NA,"scientific article published in May 1968","http://www.wikidata.org/entity/Q51185865",FALSE,NA,FALSE,NA,1,NA,FALSE
"626","estrus cycles","Estrus cycle effect on muscle tyrosine kinase activity in bitches.",NA,"scientific article published on 3 December 2011","http://www.wikidata.org/entity/Q51380018",FALSE,NA,FALSE,NA,1,NA,FALSE
"627","estrus cycles","Estrus cycle in bovines",NA,"scientific article published on 01 January 1966","http://www.wikidata.org/entity/Q72766540",FALSE,NA,FALSE,NA,1,NA,FALSE
"628","estrus cycles","Estrus cycle-dependent co-variation of insulin-like growth factor-I (IGF-I) messenger ribonucleic acid and protein in the rat ovary",NA,"scientific article published on 01 July 1989","http://www.wikidata.org/entity/Q59487836",FALSE,NA,FALSE,NA,1,NA,FALSE
"629","European languages","European Language Resources Association",NA,NA,"http://www.wikidata.org/entity/Q5412773",FALSE,NA,FALSE,NA,2,"Q5412773",TRUE
"630","European languages","European Language Label",NA,"award","http://www.wikidata.org/entity/Q18411595",FALSE,NA,FALSE,NA,1,NA,FALSE
"631","European languages","European Language Council",NA,NA,"http://www.wikidata.org/entity/Q5412776",FALSE,NA,FALSE,NA,NA,NA,FALSE
"632","European languages","European languages linked to migration from the east",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q55898904",FALSE,NA,FALSE,NA,1,NA,FALSE
"633","European languages","European Language School",NA,"middle school in Bitonto in the province of Bari (Italy) [school id: BAPL105004]","http://www.wikidata.org/entity/Q52950570",FALSE,NA,FALSE,NA,1,NA,FALSE
"634","European languages","European Language Grid",NA,"European research project","http://www.wikidata.org/entity/Q67201869",FALSE,NA,FALSE,NA,2,NA,FALSE
"635","European languages","European Language Equality Network",NA,NA,"http://www.wikidata.org/entity/Q30738598",FALSE,NA,FALSE,NA,1,NA,FALSE
"636","European Union","European Union",NA,"economic and political union of states mostly located in Europe","http://www.wikidata.org/entity/Q458",FALSE,NA,FALSE,NA,24,"Q458",TRUE
"637","European Union","European Union",NA,"antifascist resistance group","http://www.wikidata.org/entity/Q319328",FALSE,NA,FALSE,NA,4,NA,FALSE
"638","European Union","directive of EU","European Union directive","legislative act of the European Union","http://www.wikidata.org/entity/Q326124",FALSE,NA,FALSE,NA,4,NA,FALSE
"639","European Union","member state of the European Union","European Union member state","state that is party to treaties of the European Union (EU)","http://www.wikidata.org/entity/Q185441",FALSE,NA,FALSE,NA,6,NA,FALSE
"640","European Union","European Union law",NA,"body of treaties and legislation which have direct effect or indirect effect on the laws of European Union member states","http://www.wikidata.org/entity/Q208202",FALSE,NA,FALSE,NA,13,NA,FALSE
"641","European Union","presidency of the Council of the European Union","European Union presidency","presidency","http://www.wikidata.org/entity/Q308905",FALSE,NA,FALSE,NA,6,NA,FALSE
"642","European Union","European Union Prize for Literature",NA,"award","http://www.wikidata.org/entity/Q1126192",FALSE,NA,FALSE,NA,2,NA,FALSE
"643","European Union","European Union Parliamentary Group in the German Bundestag",NA,NA,"http://www.wikidata.org/entity/Q1375174",FALSE,NA,FALSE,NA,2,NA,FALSE
"644","European Union","European Union Prize for Contemporary Architecture",NA,"architecture prize","http://www.wikidata.org/entity/Q918055",FALSE,NA,FALSE,NA,2,NA,FALSE
"645","European Union","European Union of Gymnastics",NA,"European gymnastics union","http://www.wikidata.org/entity/Q673212",FALSE,NA,FALSE,NA,3,NA,FALSE
"646","European wildcat","European wildcat",NA,"subspecies of mammal","http://www.wikidata.org/entity/Q148833",TRUE,"Q148833",FALSE,NA,7,"Q148833",TRUE
"647","European wildcat","European wildcat populations are subdivided into five main biogeographic groups: consequences of Pleistocene climate changes or recent anthropogenic fragmentation?",NA,"scientific article","http://www.wikidata.org/entity/Q28602455",FALSE,NA,FALSE,NA,1,NA,FALSE
"648","evolutionary advantage","Evolutionary advantage and molecular modes of action of multi-component mixtures used in phytomedicine.",NA,"scientific article published on December 2008","http://www.wikidata.org/entity/Q37347141",FALSE,NA,FALSE,NA,1,"Q37347141",TRUE
"649","evolutionary advantage","Evolutionary Advantage Conferred by an Eukaryote-to-Eukaryote Gene Transfer Event in Wine Yeasts.",NA,"scientific article published on 6 March 2015","http://www.wikidata.org/entity/Q35765106",FALSE,NA,FALSE,NA,1,NA,FALSE
"650","evolutionary advantage","Evolutionary advantage of small populations on complex fitness landscapes.",NA,"scientific article published on 29 March 2011","http://www.wikidata.org/entity/Q53417040",FALSE,NA,FALSE,NA,1,NA,FALSE
"651","evolutionary advantage","Evolutionary advantages of polyploidy in halophilic archaea.",NA,"scientific article published in February 2013","http://www.wikidata.org/entity/Q43017571",FALSE,NA,FALSE,NA,1,NA,FALSE
"652","evolutionary advantage","Evolutionary advantage via common action of recombination and neutrality.",NA,"scientific article published on 25 November 2013","http://www.wikidata.org/entity/Q42249747",FALSE,NA,FALSE,NA,1,NA,FALSE
"653","evolutionary advantage","Evolutionary advantage of control of a biosynthetic pathway.",NA,"scientific article published in May 1968","http://www.wikidata.org/entity/Q54333964",FALSE,NA,FALSE,NA,1,NA,FALSE
"654","evolutionary advantage","Evolutionary advantages of cell specialization: save and protect DNA.",NA,"scientific article","http://www.wikidata.org/entity/Q53966509",FALSE,NA,FALSE,NA,1,NA,FALSE
"655","evolutionary advantage","Evolutionary advantage of directional symmetry breaking in self-replicating polymers.",NA,"scientific article published on 12 March 2018","http://www.wikidata.org/entity/Q64935133",FALSE,NA,FALSE,NA,1,NA,FALSE
"656","evolutionary advantage","Evolutionary advantages of secreted peptide signalling molecules in plants",NA,"article","http://www.wikidata.org/entity/Q61642975",FALSE,NA,FALSE,NA,1,NA,FALSE
"657","evolutionary advantage","Evolutionary advantages of sex",NA,"journal article; published in Nature on 1978-11-01","http://www.wikidata.org/entity/Q71924745",FALSE,NA,FALSE,NA,1,NA,FALSE
"658","External links","external link",NA,NA,"http://www.wikidata.org/entity/Q10932406",FALSE,NA,FALSE,NA,1,NA,FALSE
"659","External links","Template:External links","External links","Wikimedia template","http://www.wikidata.org/entity/Q13365838",FALSE,NA,FALSE,NA,2,"Q13365838",TRUE
"660","eye movement","eye movement",NA,"voluntary or involuntary movement of the eyes, helping in acquiring, fixating and tracking visual stimuli","http://www.wikidata.org/entity/Q760256",FALSE,NA,FALSE,NA,8,"Q760256",TRUE
"661","eye movement","eye movement",NA,"Wikimedia duplicated page","http://www.wikidata.org/entity/Q3349017",FALSE,NA,FALSE,NA,1,NA,FALSE
"662","eye movement","Eye movements in reading and information processing: 20 years of research.",NA,"scientific article","http://www.wikidata.org/entity/Q30432194",FALSE,NA,FALSE,NA,1,NA,FALSE
"663","eye movement","Eye movements and attention in reading, scene perception, and visual search.",NA,"scientific article published on 14 May 2009","http://www.wikidata.org/entity/Q46617355",FALSE,NA,FALSE,NA,1,NA,FALSE
"664","eye movement","Eye movements evoked by collicular stimulation in the alert monkey.",NA,"scientific article published in November 1972","http://www.wikidata.org/entity/Q48718016",FALSE,NA,FALSE,NA,1,NA,FALSE
"665","eye movement","Eye movements in natural behavior.",NA,"scientific article","http://www.wikidata.org/entity/Q36088630",FALSE,NA,FALSE,NA,1,NA,FALSE
"666","eye movement","Eye movement control by the cerebral cortex.",NA,"scientific article","http://www.wikidata.org/entity/Q33201799",FALSE,NA,FALSE,NA,1,NA,FALSE
"667","eye movement","Eye movements to smoking-related pictures in smokers: relationship between attentional biases and implicit and explicit measures of stimulus valence.",NA,"scientific article published in June 2003","http://www.wikidata.org/entity/Q48593192",FALSE,NA,FALSE,NA,1,NA,FALSE
"668","eye movement","Eye movements modulate visual receptive fields of V4 neurons.",NA,"scientific article published in March 2001","http://www.wikidata.org/entity/Q48920087",FALSE,NA,FALSE,NA,1,NA,FALSE
"669","eye movement","Eye movements are functional during face learning.",NA,"scientific article published in January 2005","http://www.wikidata.org/entity/Q51991776",FALSE,NA,FALSE,NA,1,NA,FALSE
"670","eye sockets","Eye socket reconstruction with free flaps in patients who have had postoperative radiotherapy.",NA,"scientific article published in October 1998","http://www.wikidata.org/entity/Q52182238",FALSE,NA,FALSE,NA,1,"Q52182238",TRUE
"671","eye sockets","Eye socket reconstruction with the prefabricated temporal island flap",NA,"scientific article published on 01 September 1998","http://www.wikidata.org/entity/Q77291067",FALSE,NA,FALSE,NA,1,NA,FALSE
"672","eye sockets","Eye socket reconstruction with free-flap transfer",NA,"scientific article published on 01 November 1993","http://www.wikidata.org/entity/Q72590293",FALSE,NA,FALSE,NA,1,NA,FALSE
"673","eye sockets","Eye socket reconstruction with free radial forearm flap",NA,"scientific article published on 01 August 1989","http://www.wikidata.org/entity/Q69715730",FALSE,NA,FALSE,NA,1,NA,FALSE
"674","eye sockets","Eye socket and eyelid reconstruction using the combined island frontal flap and retroauricular island flap: a preliminary report.",NA,"scientific article","http://www.wikidata.org/entity/Q42518322",FALSE,NA,FALSE,NA,1,NA,FALSE
"675","eye sockets","Eye socket reconstruction with composite grafts",NA,"scientific article published on 01 October 1971","http://www.wikidata.org/entity/Q70542570",FALSE,NA,FALSE,NA,1,NA,FALSE
"676","factor that","Zinc finger and BTB domain containing 7A","factor that binds to inducer of short transcripts protein 1","mammalian protein found in Homo sapiens","http://www.wikidata.org/entity/Q21118320",FALSE,NA,FALSE,NA,1,"Q21118320",TRUE
"677","falling cat","Falling Cat",NA,"1894 film by Étienne-Jules Marey","http://www.wikidata.org/entity/Q4342028",FALSE,NA,FALSE,NA,2,"Q4342028",TRUE
"678","falling cat","Falling cat problem",NA,NA,"http://www.wikidata.org/entity/Q5432366",FALSE,NA,FALSE,NA,NA,NA,FALSE
"679","falling cat","Falling cats, parallel parking, and polarized light",NA,"article","http://www.wikidata.org/entity/Q56830510",FALSE,NA,FALSE,NA,1,NA,FALSE
"680","family that","The Family That Dwelt Apart","Family That Dwelt Apart","1973 film by Yvon Mallette","http://www.wikidata.org/entity/Q1704528",FALSE,NA,FALSE,NA,1,NA,FALSE
"681","family that","The Family That Preys","Family That Preys","2008 film by Tyler Perry","http://www.wikidata.org/entity/Q2411262",FALSE,NA,FALSE,NA,3,"Q2411262",TRUE
"682","farm cat","Farm cat",NA,"domestic cat that lives primarily out-of-doors","http://www.wikidata.org/entity/Q5115915",TRUE,"Q5115915",FALSE,NA,1,"Q5115915",TRUE
"683","feline diseases","cat disease","feline disease","disease that afflicts cats","http://www.wikidata.org/entity/Q2084422",FALSE,NA,FALSE,NA,4,"Q2084422",TRUE
"684","feline diseases","Feline diseases",NA,"scientific article published on 01 September 1954","http://www.wikidata.org/entity/Q73562994",FALSE,NA,FALSE,NA,1,NA,FALSE
"685","feline diseases","cat disease","feline diseases","disease that afflicts cats","http://www.wikidata.org/entity/Q2084422",FALSE,NA,FALSE,NA,4,"Q2084422",TRUE
"686","feline immunodeficiency","feline immunodeficiency virus",NA,"species of virus","http://www.wikidata.org/entity/Q1129598",TRUE,"Q1129598",FALSE,NA,6,"Q1129598",TRUE
"687","feline immunodeficiency","Feline immunodeficiency virus: an interesting model for AIDS studies and an important cat pathogen.",NA,"scientific article","http://www.wikidata.org/entity/Q35365474",FALSE,NA,FALSE,NA,1,NA,FALSE
"688","feline immunodeficiency","Feline immunodeficiency virus infection.",NA,"scientific article","http://www.wikidata.org/entity/Q34453193",FALSE,NA,FALSE,NA,1,NA,FALSE
"689","feline immunodeficiency","Feline immunodeficiency virus vectors persistently transduce nondividing airway epithelia and correct the cystic fibrosis defect",NA,"scientific article published on December 1999","http://www.wikidata.org/entity/Q36807130",FALSE,NA,FALSE,NA,1,NA,FALSE
"690","feline immunodeficiency","Feline immunodeficiency virus targets activated CD4+ T cells by using CD134 as a binding receptor",NA,"scientific article","http://www.wikidata.org/entity/Q34550397",FALSE,NA,FALSE,NA,1,NA,FALSE
"691","feline immunodeficiency","Feline immunodeficiency virus (FIV) as a model for study of lentivirus infections: parallels with HIV.",NA,"scientific article","http://www.wikidata.org/entity/Q33786404",FALSE,NA,FALSE,NA,1,NA,FALSE
"692","feline immunodeficiency","Feline immunodeficiency virus: a neurotropic lentivirus.",NA,"scientific article published in January 1990","http://www.wikidata.org/entity/Q45851353",FALSE,NA,FALSE,NA,1,NA,FALSE
"693","feline immunodeficiency","Feline immunodeficiency virus infection phenotypically and functionally activates immunosuppressive CD4+CD25+ T regulatory cells.",NA,"scientific article published in April 2004","http://www.wikidata.org/entity/Q44859343",FALSE,NA,FALSE,NA,1,NA,FALSE
"694","feline immunodeficiency","Feline immunodeficiency virus infects both CD4+ and CD8+ T lymphocytes.",NA,"scientific article published on June 1991","http://www.wikidata.org/entity/Q40065047",FALSE,NA,FALSE,NA,1,NA,FALSE
"695","feline immunodeficiency","Feline immunodeficiency virus infection in cats of Japan.",NA,"scientific article published in January 1989","http://www.wikidata.org/entity/Q45846345",FALSE,NA,FALSE,NA,1,NA,FALSE
"696","feline immunodeficiency virus","feline immunodeficiency virus",NA,"species of virus","http://www.wikidata.org/entity/Q1129598",TRUE,"Q1129598",FALSE,NA,6,"Q1129598",TRUE
"697","feline immunodeficiency virus","Feline immunodeficiency virus: an interesting model for AIDS studies and an important cat pathogen.",NA,"scientific article","http://www.wikidata.org/entity/Q35365474",FALSE,NA,FALSE,NA,1,NA,FALSE
"698","feline immunodeficiency virus","Feline immunodeficiency virus infection.",NA,"scientific article","http://www.wikidata.org/entity/Q34453193",FALSE,NA,FALSE,NA,1,NA,FALSE
"699","feline immunodeficiency virus","Feline immunodeficiency virus vectors persistently transduce nondividing airway epithelia and correct the cystic fibrosis defect",NA,"scientific article published on December 1999","http://www.wikidata.org/entity/Q36807130",FALSE,NA,FALSE,NA,1,NA,FALSE
"700","feline immunodeficiency virus","Feline immunodeficiency virus targets activated CD4+ T cells by using CD134 as a binding receptor",NA,"scientific article","http://www.wikidata.org/entity/Q34550397",FALSE,NA,FALSE,NA,1,NA,FALSE
"701","feline immunodeficiency virus","Feline immunodeficiency virus (FIV) as a model for study of lentivirus infections: parallels with HIV.",NA,"scientific article","http://www.wikidata.org/entity/Q33786404",FALSE,NA,FALSE,NA,1,NA,FALSE
"702","feline immunodeficiency virus","Feline immunodeficiency virus: a neurotropic lentivirus.",NA,"scientific article published in January 1990","http://www.wikidata.org/entity/Q45851353",FALSE,NA,FALSE,NA,1,NA,FALSE
"703","feline immunodeficiency virus","Feline immunodeficiency virus infection phenotypically and functionally activates immunosuppressive CD4+CD25+ T regulatory cells.",NA,"scientific article published in April 2004","http://www.wikidata.org/entity/Q44859343",FALSE,NA,FALSE,NA,1,NA,FALSE
"704","feline immunodeficiency virus","Feline immunodeficiency virus infects both CD4+ and CD8+ T lymphocytes.",NA,"scientific article published on June 1991","http://www.wikidata.org/entity/Q40065047",FALSE,NA,FALSE,NA,1,NA,FALSE
"705","feline immunodeficiency virus","Feline immunodeficiency virus infection in cats of Japan.",NA,"scientific article published in January 1989","http://www.wikidata.org/entity/Q45846345",FALSE,NA,FALSE,NA,1,NA,FALSE
"706","feline panleukopenia","feline panleukopenia",NA,"Human disease","http://www.wikidata.org/entity/Q18975615",FALSE,NA,FALSE,NA,2,NA,FALSE
"707","feline panleukopenia","Feline panleukopenia virus",NA,"species of virus","http://www.wikidata.org/entity/Q1412127",TRUE,"Q1412127",FALSE,NA,5,"Q1412127",TRUE
"708","feline panleukopenia","Feline panleukopenia. ABCD guidelines on prevention and management.",NA,"scientific article","http://www.wikidata.org/entity/Q33384714",FALSE,NA,FALSE,NA,1,NA,FALSE
"709","feline panleukopenia","Feline Panleukopenia. I. Pathogenesis in germfree and specific pathogen-free cats.",NA,"scientific article","http://www.wikidata.org/entity/Q39809478",FALSE,NA,FALSE,NA,1,NA,FALSE
"710","feline panleukopenia","Feline panleukopenia virus: its interesting evolution and current problems in immunoprophylaxis against a serious pathogen.",NA,"scientific article","http://www.wikidata.org/entity/Q34337515",FALSE,NA,FALSE,NA,1,NA,FALSE
"711","feline panleukopenia","Feline panleukopenia virus, feline herpesvirus-1, and feline calicivirus antibody responses in seronegative specific pathogen-free cats after a single administration of two different modified live FVRCP vaccines.",NA,"scientific article published on 7 September 2008","http://www.wikidata.org/entity/Q43681917",FALSE,NA,FALSE,NA,1,NA,FALSE
"712","feline panleukopenia","Feline panleukopenia virus",NA,NA,"http://www.wikidata.org/entity/Q33254732",FALSE,NA,FALSE,NA,2,NA,FALSE
"713","feline panleukopenia","Feline panleukopenia in Japan. II. Hemagglutinability of the isolated virus.",NA,"scientific article","http://www.wikidata.org/entity/Q39963781",FALSE,NA,FALSE,NA,1,NA,FALSE
"714","feline panleukopenia","Feline panleukopenia. III. Development of lesions in the lymphoid tissues.",NA,"scientific article published in May 1978","http://www.wikidata.org/entity/Q43639165",FALSE,NA,FALSE,NA,1,NA,FALSE
"715","feline panleukopenia","Feline panleukopenia virus, feline herpesvirus-1 and feline calicivirus antibody responses in seronegative specific pathogen-free kittens after parenteral administration of an inactivated FVRCP vaccine or a modified live FVRCP vaccine.",NA,"scientific article published in February 2012","http://www.wikidata.org/entity/Q45359808",FALSE,NA,FALSE,NA,1,NA,FALSE
"716","Felis catus","Felis catus",NA,"species of mammal","http://www.wikidata.org/entity/Q20980826",FALSE,NA,FALSE,NA,4,"Q20980826",TRUE
"717","Felis catus","Felis catus gammaherpesvirus 1; a widely endemic potential pathogen of domestic cats.",NA,"scientific article","http://www.wikidata.org/entity/Q34428599",FALSE,NA,FALSE,NA,1,NA,FALSE
"718","Felis catus","Felis catus papillomavirus types 1 and 4 are rarely present in neoplastic and inflammatory oral lesions of cats.",NA,"scientific article","http://www.wikidata.org/entity/Q42153456",FALSE,NA,FALSE,NA,1,NA,FALSE
"719","Felis catus","Felis catus papillomavirus type 2 E6 oncogene enhances mitogen-activated protein kinases and Akt activation but not EGFR expression in an in vitro feline model of viral pathogenesis.",NA,"scientific article published on 21 September 2016","http://www.wikidata.org/entity/Q38738258",FALSE,NA,FALSE,NA,1,NA,FALSE
"720","Felis catus","Felis catus ovary as a model to study follicle biology in vitro.",NA,"scientific article","http://www.wikidata.org/entity/Q35938149",FALSE,NA,FALSE,NA,1,NA,FALSE
"721","Felis catus","Felis Catus Gammaherpesvirus 1 DNAemia in Whole Blood from Therapeutically Immunosuppressed or Retrovirus-Infected Cats.",NA,"scientific article published on 14 March 2017","http://www.wikidata.org/entity/Q43112302",FALSE,NA,FALSE,NA,1,NA,FALSE
"722","Felis catus","Felis catus papillomavirus type-2 but not type-1 is detectable and transcriptionally active in the blood of healthy cats.",NA,"scientific article published on 30 October 2017","http://www.wikidata.org/entity/Q46271848",FALSE,NA,FALSE,NA,1,NA,FALSE
"723","Felis catus","Felis catus papillomavirus type 2 DNA loads on kittens are transient and do not reflect their susceptibility to infection.",NA,"scientific article published on May 2017","http://www.wikidata.org/entity/Q40184097",FALSE,NA,FALSE,NA,1,NA,FALSE
"724","Felis catus","FCK","Felis Catus Kidney","cell line","http://www.wikidata.org/entity/Q54833421",FALSE,NA,FALSE,NA,1,NA,FALSE
"725","Felis catus","Felis catus papillomavirus type-2 E6 binds to E6AP, promotes E6AP/p53 binding and enhances p53 proteasomal degradation",NA,"scientific article published in Scientific Reports","http://www.wikidata.org/entity/Q59796180",FALSE,NA,FALSE,NA,1,NA,FALSE
"726","Female cat","female cat",NA,NA,"http://www.wikidata.org/entity/Q24248440",FALSE,NA,FALSE,NA,1,"Q24248440",TRUE
"727","Female cat","Female cats have lower rates of apoptosis in peripheral blood lymphocytes than male cats: correlation with estradiol-17beta, but not with progesterone blood levels.",NA,"scientific article published in October 1998","http://www.wikidata.org/entity/Q50854581",FALSE,NA,FALSE,NA,1,NA,FALSE
"728","Female cat","Female Cats",NA,"1983 film by Shingo Yamashiro","http://www.wikidata.org/entity/Q5442722",FALSE,NA,FALSE,NA,1,NA,FALSE
"729","Female cat","Female catheterisation: what nurses need to know!",NA,"scientific article","http://www.wikidata.org/entity/Q35084234",FALSE,NA,FALSE,NA,1,NA,FALSE
"730","Female cat","Female cats, but not males, adjust responsiveness to arousal in the voice of kittens",NA,"scientific article","http://www.wikidata.org/entity/Q27317389",FALSE,NA,FALSE,NA,1,NA,FALSE
"731","Female cat","Female catheterisation.",NA,"scientific article published in December 2008","http://www.wikidata.org/entity/Q51666110",FALSE,NA,FALSE,NA,1,NA,FALSE
"732","Female cat","Female catheterisation",NA,"scientific article published on 01 November 1999","http://www.wikidata.org/entity/Q73979253",FALSE,NA,FALSE,NA,1,NA,FALSE
"733","Female cat","Female catheterisation",NA,"scientific article published on 01 May 1998","http://www.wikidata.org/entity/Q74786988",FALSE,NA,FALSE,NA,1,NA,FALSE
"734","Female cat","Female catheters cause trauma in males.",NA,"scientific article","http://www.wikidata.org/entity/Q51556090",FALSE,NA,FALSE,NA,1,NA,FALSE
"735","female cats","female cat",NA,NA,"http://www.wikidata.org/entity/Q24248440",FALSE,NA,FALSE,NA,1,"Q24248440",TRUE
