"","searchText","label","alias","description","uri","methodSitelinks","methodSitelinksResult","methodB","methodBResult","methodCMatch","methodCResult","methodC"
"261","atom bombs","Atom Bomb",NA,"1964 film by P. Subramaniam","http://www.wikidata.org/entity/Q4817206",FALSE,NA,FALSE,NA,2,"Q4817206",TRUE
"262","atom bombs","Atom Bomb Blues",NA,"novel by Andrew Cartmel","http://www.wikidata.org/entity/Q4817210",FALSE,NA,FALSE,NA,1,NA,FALSE
"263","atom bombs","ATOM BOMB DEVELOPMENT (NAID 116576)",NA,"item in the National Archives and Records Administration's holdings","http://www.wikidata.org/entity/Q67596470",FALSE,NA,FALSE,NA,2,NA,FALSE
"264","atom bombs","Atom bomb test leave infamous legacy",NA,"scientific article published on 01 October 1982","http://www.wikidata.org/entity/Q70464263",FALSE,NA,FALSE,NA,1,NA,FALSE
"265","atom bombs","Atom bombs and radiation injuries.",NA,"scientific article published on June 1951","http://www.wikidata.org/entity/Q36864042",FALSE,NA,FALSE,NA,1,NA,FALSE
"266","atom bombs","ATOM bomb made easy",NA,"scientific article published on 01 September 1950","http://www.wikidata.org/entity/Q64355992",FALSE,NA,FALSE,NA,1,NA,FALSE
"267","atom bombs","ATOM BOMB TEST (NAID 112670)",NA,"item in the National Archives and Records Administration's holdings","http://www.wikidata.org/entity/Q67569765",FALSE,NA,FALSE,NA,2,NA,FALSE
"268","atom bombs","Atom bombs and genetic damage.",NA,"scientific article published on February 1982","http://www.wikidata.org/entity/Q42344638",FALSE,NA,FALSE,NA,1,NA,FALSE
"269","atom bombs","Atom bombs and genetic damage.",NA,"scientific article published in April 1982","http://www.wikidata.org/entity/Q45819403",FALSE,NA,FALSE,NA,1,NA,FALSE
"270","atomic bomb","atomic bomb",NA,"explosive device","http://www.wikidata.org/entity/Q650051",FALSE,NA,FALSE,NA,10,"Q650051",TRUE
"271","atomic bomb","Atomic Bomb",NA,"album by Rivermaya","http://www.wikidata.org/entity/Q16242753",FALSE,NA,FALSE,NA,1,NA,FALSE
"272","atomic bomb","atomic bombings of Hiroshima and Nagasaki",NA,"use of atomic weapons by the United States on Japan towards the end of World War II","http://www.wikidata.org/entity/Q488",FALSE,NA,FALSE,NA,9,NA,FALSE
"273","atomic bomb","Hiroshima Peace Memorial","Atomic Bomb Dome","architectural structure","http://www.wikidata.org/entity/Q231140",FALSE,NA,FALSE,NA,8,NA,FALSE
"274","atomic bomb","Atomic Bomberman",NA,"1997 video game","http://www.wikidata.org/entity/Q2564819",FALSE,NA,FALSE,NA,2,NA,FALSE
"275","atomic bomb","Atomic bomb health benefits.",NA,"scientific article","http://www.wikidata.org/entity/Q34602061",FALSE,NA,FALSE,NA,1,NA,FALSE
"276","atomic bomb","Atomic Bomb Casualty Commission",NA,NA,"http://www.wikidata.org/entity/Q539091",FALSE,NA,FALSE,NA,8,NA,FALSE
"277","atomic bomb","Atomic Bomb Go Game",NA,"Wikimedia list article","http://www.wikidata.org/entity/Q711133",FALSE,NA,FALSE,NA,2,NA,FALSE
"278","atomic bomb","ATOMIC BOMB MUSEUM Station",NA,"tram station in Nagasaki, Nagasaki prefecture, Japan","http://www.wikidata.org/entity/Q11557579",FALSE,NA,FALSE,NA,3,NA,FALSE
"279","atomic bomb","Atomic Bomb Survivors Life-Span Study: Insufficient Statistical Power to Select Radiation Carcinogenesis Model",NA,"scientific article","http://www.wikidata.org/entity/Q36359013",FALSE,NA,FALSE,NA,1,NA,FALSE
"280","atomic bombs","atomic bomb",NA,"explosive device","http://www.wikidata.org/entity/Q650051",FALSE,NA,FALSE,NA,10,"Q650051",TRUE
"281","atomic bombs","Atomic Bomb",NA,"album by Rivermaya","http://www.wikidata.org/entity/Q16242753",FALSE,NA,FALSE,NA,1,NA,FALSE
"282","atomic bombs","atomic bombings of Hiroshima and Nagasaki",NA,"use of atomic weapons by the United States on Japan towards the end of World War II","http://www.wikidata.org/entity/Q488",FALSE,NA,FALSE,NA,9,NA,FALSE
"283","atomic bombs","Hiroshima Peace Memorial","Atomic Bomb Dome","architectural structure","http://www.wikidata.org/entity/Q231140",FALSE,NA,FALSE,NA,8,NA,FALSE
"284","atomic bombs","Atomic Bomberman",NA,"1997 video game","http://www.wikidata.org/entity/Q2564819",FALSE,NA,FALSE,NA,2,NA,FALSE
"285","atomic bombs","Atomic bomb health benefits.",NA,"scientific article","http://www.wikidata.org/entity/Q34602061",FALSE,NA,FALSE,NA,1,NA,FALSE
"286","atomic bombs","Atomic Bomb Casualty Commission",NA,NA,"http://www.wikidata.org/entity/Q539091",FALSE,NA,FALSE,NA,8,NA,FALSE
"287","atomic bombs","Atomic Bomb Go Game",NA,"Wikimedia list article","http://www.wikidata.org/entity/Q711133",FALSE,NA,FALSE,NA,2,NA,FALSE
"288","atomic bombs","ATOMIC BOMB MUSEUM Station",NA,"tram station in Nagasaki, Nagasaki prefecture, Japan","http://www.wikidata.org/entity/Q11557579",FALSE,NA,FALSE,NA,3,NA,FALSE
"289","atomic bombs","Atomic Bomb Survivors Life-Span Study: Insufficient Statistical Power to Select Radiation Carcinogenesis Model",NA,"scientific article","http://www.wikidata.org/entity/Q36359013",FALSE,NA,FALSE,NA,1,NA,FALSE
"290","atomic bombs","Atomic bombs, inbreeding, and Japanese genes: the Russel Lecture for 1966.",NA,"scientific article published in May 1966","http://www.wikidata.org/entity/Q48563260",FALSE,NA,FALSE,NA,1,NA,FALSE
"291","atomic bombs","Atomic bombs through wars hot and cold",NA,NA,"http://www.wikidata.org/entity/Q59081960",FALSE,NA,FALSE,NA,2,NA,FALSE
"292","atomic bombs","Atomic bombs over Washington",NA,"scientific article published on 01 October 1949","http://www.wikidata.org/entity/Q80372093",FALSE,NA,FALSE,NA,1,NA,FALSE
"293","atomic bombs","Atomic bombs through wars hot and cold",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q57488859",FALSE,NA,FALSE,NA,1,NA,FALSE
"294","atomic size","Atomic size packing defects in proteins.",NA,"scientific article published in October 1986","http://www.wikidata.org/entity/Q47204399",FALSE,NA,FALSE,NA,1,"Q47204399",TRUE
"295","atomic size","Atomic size effects in continuum modeling.",NA,"scientific article published on 20 July 2001","http://www.wikidata.org/entity/Q46117930",FALSE,NA,FALSE,NA,1,NA,FALSE
"296","atomic size","Atomic size effects in pressure-induced amorphization of a binary covalent lattice",NA,"scientific article published on 01 October 1995","http://www.wikidata.org/entity/Q74561366",FALSE,NA,FALSE,NA,1,NA,FALSE
"297","atomic size","Atomic size-limited intercalation into single wall carbon nanotubes",NA,NA,"http://www.wikidata.org/entity/Q59333771",FALSE,NA,FALSE,NA,1,NA,FALSE
"298","atomic transitions","atomic electron transition","atomic transition","change of an electron from one energy level to another within an atom or artificial atom","http://www.wikidata.org/entity/Q3537671",FALSE,NA,FALSE,NA,NA,NA,FALSE
"299","atomic transitions","Atomic transition probabilities and tests of the spectroscopic coupling scheme for N I",NA,"scientific article published on 01 May 1995","http://www.wikidata.org/entity/Q77883203",FALSE,NA,FALSE,NA,1,"Q77883203",TRUE
"300","atomic transitions","Atomic transition probabilities for the Ar I 4s-5p transition array",NA,"scientific article published on 01 January 1989","http://www.wikidata.org/entity/Q77836098",FALSE,NA,FALSE,NA,1,NA,FALSE
"301","atomic transitions","Atomic transition probabilities in Ni I",NA,"scientific article published in January 1997","http://www.wikidata.org/entity/Q68398383",FALSE,NA,FALSE,NA,1,NA,FALSE
"302","atomic transitions","Atomic transition-probability measurements for prominent spectral lines of neutral nitrogen",NA,"scientific article published on 01 October 1989","http://www.wikidata.org/entity/Q77842164",FALSE,NA,FALSE,NA,1,NA,FALSE
"303","atomic transitions","Atomic Transition Frequencies, Isotope Shifts, and Sensitivity to Variation of the Fine Structure Constant for Studies of Quasar Absorption Spectra",NA,NA,"http://www.wikidata.org/entity/Q62519763",FALSE,NA,FALSE,NA,1,NA,FALSE
"304","atomic transitions","Atomic transition probabilities for visible and near-ultraviolet spectral lines in Co I",NA,"scientific article published in January 1999","http://www.wikidata.org/entity/Q68918980",FALSE,NA,FALSE,NA,1,NA,FALSE
"305","atomic transitions","Atomic transition probability ratios between some ArI 4s-4p and 4s-5p transitions",NA,"scientific article published on 01 November 1990","http://www.wikidata.org/entity/Q77849156",FALSE,NA,FALSE,NA,1,NA,FALSE
"306","atomic transitions","Atomic transition probabilities in Tb II with applications to solar and stellar spectra",NA,"scientific article published in January 2001","http://www.wikidata.org/entity/Q68919326",FALSE,NA,FALSE,NA,1,NA,FALSE
"307","atomic transitions","Atomic transition probabilities in Ti I",NA,"scientific article published in January 1998","http://www.wikidata.org/entity/Q68398548",FALSE,NA,FALSE,NA,1,NA,FALSE
"308","atomic transitions","Atomic transitions in finite-bandwidth squeezed light",NA,"scientific article published on 01 August 1988","http://www.wikidata.org/entity/Q74493463",FALSE,NA,FALSE,NA,1,NA,FALSE
"309","atomic vibrations","Atomic vibrations in a self-consistent-field atom-in-jellium model of condensed matter",NA,"scientific article published on 01 August 1990","http://www.wikidata.org/entity/Q78200783",FALSE,NA,FALSE,NA,1,"Q78200783",TRUE
"310","attention he","Attention Health Care Leaders: Literature Review Deems Baccalaureate Nurses Improve Patient Outcomes",NA,"article","http://www.wikidata.org/entity/Q57178760",FALSE,NA,FALSE,NA,1,"Q57178760",TRUE
"311","auction house","auction house",NA,"place or business where auctions are held","http://www.wikidata.org/entity/Q9209474",FALSE,NA,FALSE,NA,4,"Q9209474",TRUE
"312","auction house","Auction houses in Frankfurt",NA,"part of German sales 1901-1945","http://www.wikidata.org/entity/Q63633704",FALSE,NA,FALSE,NA,1,NA,FALSE
"313","auction house","Auction House, Seafield Street, Cullen",NA,"architectural structure in Moray, Scotland, UK","http://www.wikidata.org/entity/Q56629087",FALSE,NA,FALSE,NA,1,NA,FALSE
"314","auction house","Auction House",NA,NA,"http://www.wikidata.org/entity/Q12961803",FALSE,NA,FALSE,NA,NA,NA,FALSE
"315","Austen Chamberlain","Austen Chamberlain",NA,"British politician","http://www.wikidata.org/entity/Q188999",TRUE,"Q188999",FALSE,NA,76,"Q188999",TRUE
"316","Austen Chamberlain","Austen Chamberlain and British foreign policy, 1924-9",NA,"doctoral thesis by Richard S. Grayson","http://www.wikidata.org/entity/Q59574337",FALSE,NA,FALSE,NA,1,NA,FALSE
"317","Austen Chamberlain","Austen Chamberlain and the continental balance of power: Strategy, stability, and the league of nations, 1924-29",NA,NA,"http://www.wikidata.org/entity/Q58340385",FALSE,NA,FALSE,NA,1,NA,FALSE
"318","Austen Chamberlain","Austen Chamberlain and Britain's Relations with France, 1924–1929",NA,"article","http://www.wikidata.org/entity/Q58343960",FALSE,NA,FALSE,NA,1,NA,FALSE
"319","Austrian citizenship","Austrian nationality law","Austrian citizenship",NA,"http://www.wikidata.org/entity/Q305961",FALSE,NA,FALSE,NA,2,"Q305961",TRUE
"320","award ceremony","award ceremony",NA,"event and/or television programming genre based on the presentation of an award","http://www.wikidata.org/entity/Q4504495",FALSE,NA,FALSE,NA,2,"Q4504495",TRUE
"321","award ceremony","AWARD CEREMONY, GARTOW (?), GERMANY ; DECORATIONS FOR FRENCH OFFICERS, AUGSBURG, GERMANY (NAID 18323)",NA,"item in the National Archives and Records Administration's holdings","http://www.wikidata.org/entity/Q67707916",FALSE,NA,FALSE,NA,2,NA,FALSE
"322","award ceremony","Award Ceremony for Army and Air Force Parachutists, Pentagon, Washington D.C. (NAID 102043711)",NA,"item in the National Archives and Records Administration's holdings","http://www.wikidata.org/entity/Q67453724",FALSE,NA,FALSE,NA,2,NA,FALSE
"323","award ceremony","Award ceremony of the E.K. Frey-E. Werle Foundation of the Henning L. Voigt family.",NA,"scientific article","http://www.wikidata.org/entity/Q46805447",FALSE,NA,FALSE,NA,1,NA,FALSE
"324","award ceremony","Award ceremony as an arbiter of commerce and canon in the popular music industry",NA,NA,"http://www.wikidata.org/entity/Q56081220",FALSE,NA,FALSE,NA,1,NA,FALSE
"325","Barbara Wolff","Barbara Wolff",NA,"German politician","http://www.wikidata.org/entity/Q807694",FALSE,NA,FALSE,NA,14,"Q807694",TRUE
"326","Barbara Wolff","Barbara Wolff",NA,NA,"http://www.wikidata.org/entity/Q54835855",FALSE,NA,FALSE,NA,8,NA,FALSE
"327","Baruch Spinoza","Benedictus de Spinoza","Baruch Spinoza","Dutch philosopher","http://www.wikidata.org/entity/Q35802",TRUE,"Q35802",TRUE,"Q35802",104,NA,FALSE
"328","Baruch Spinoza","BARUCH SPINOZA AND MEDICINE",NA,"scientific article published on 01 January 1963","http://www.wikidata.org/entity/Q76849207",FALSE,NA,FALSE,NA,1,NA,FALSE
"329","Baruch Spinoza","Baruch Spinoza: The Philosopher's Philosopher",NA,"scientific article","http://www.wikidata.org/entity/Q30390116",FALSE,NA,FALSE,NA,1,NA,FALSE
"330","Baruch Spinoza","Baruch spinoza: heretic, lens grinder.",NA,"scientific article published in October 2000","http://www.wikidata.org/entity/Q50241051",FALSE,NA,FALSE,NA,1,NA,FALSE
"331","Baruch Spinoza","John Milton","Baruch Spinoza","English epic poet","http://www.wikidata.org/entity/Q79759",FALSE,NA,FALSE,NA,111,"Q79759",TRUE
"332","Baruch Spinoza","Baruch Spinoza",NA,"article published in the Revue des deux Mondes","http://www.wikidata.org/entity/Q17362967",FALSE,NA,FALSE,NA,1,NA,FALSE
"333","Beit Hatfutsot","Beit Hatfutsot",NA,"museum in Israel","http://www.wikidata.org/entity/Q796764",FALSE,NA,FALSE,NA,10,"Q796764",TRUE
"334","Belgian Royal","Belgian Royal Escort",NA,NA,"http://www.wikidata.org/entity/Q3057967",FALSE,NA,FALSE,NA,2,"Q3057967",TRUE
"335","Belgian Royal","Belgian royal consort",NA,NA,"http://www.wikidata.org/entity/Q11687675",FALSE,NA,FALSE,NA,1,NA,FALSE
"336","Berlin University","University of Berlin","Berlin University","German University in Berlin (1809-1828); predecessor institute of the Friedrich Wilhelm University and the Humboldt University in Berlin","http://www.wikidata.org/entity/Q20266894",FALSE,NA,FALSE,NA,3,NA,FALSE
"337","Berlin University","Berlin University of the Arts",NA,"public art school in Berlin, Germany","http://www.wikidata.org/entity/Q55038",FALSE,NA,FALSE,NA,14,"Q55038",TRUE
"338","Berlin University","Deutsche Universität für Weiterbildung","Berlin University for Professional Studies",NA,"http://www.wikidata.org/entity/Q1204337",FALSE,NA,FALSE,NA,3,NA,FALSE
"339","Berlin University","Berlin university protests at bid to cut science faculties",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q60091300",FALSE,NA,FALSE,NA,2,NA,FALSE
"340","Berlin University","Berlin university shakes off radical past…",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q58991992",FALSE,NA,FALSE,NA,2,NA,FALSE
"341","Berlin University","Berlin University Press",NA,NA,"http://www.wikidata.org/entity/Q18286375",FALSE,NA,FALSE,NA,4,NA,FALSE
"342","Bertrand Russell","Bertrand Russell",NA,"British philosopher, logician, mathematician, historian, writer, social critic, political activist and Nobel laureate","http://www.wikidata.org/entity/Q33760",TRUE,"Q33760",FALSE,NA,140,"Q33760",TRUE
"343","Bertrand Russell","Bertrand Russell",NA,"high school in Milano in the province of Milano (Italy) [school id: MIIS03900T]","http://www.wikidata.org/entity/Q52800221",FALSE,NA,FALSE,NA,1,NA,FALSE
"344","Bertrand Russell","Bertrand Russell",NA,"scientific lyceum in Milano in the province of Milano (Italy) [school id: MIPS039018]","http://www.wikidata.org/entity/Q52900620",FALSE,NA,FALSE,NA,1,NA,FALSE
"345","Bertrand Russell","Bertrand Russell",NA,"journal article; published in Nature on 1972-4","http://www.wikidata.org/entity/Q71907797",FALSE,NA,FALSE,NA,2,NA,FALSE
"346","Bertrand Russell","Bertrand Russell",NA,"classical lyceum in Roma in the province of Roma (Italy) [school id: RMPC48000P]","http://www.wikidata.org/entity/Q52895800",FALSE,NA,FALSE,NA,1,NA,FALSE
"347","Bertrand Russell","Bert Berns","Bertrand Russell Berns","American songwriter and record producer of the 1960s","http://www.wikidata.org/entity/Q444348",FALSE,NA,FALSE,NA,33,NA,FALSE
"348","Bertrand Russell","Bertrand Russell-Isaac Newton",NA,"high school in Scandicci in the province of Firenze (Italy) [school id: FIIS00900B]","http://www.wikidata.org/entity/Q52789900",FALSE,NA,FALSE,NA,1,NA,FALSE
"349","Bertrand Russell","Bertrand russell's logical manuscripts: an apprehensive brief",NA,"article","http://www.wikidata.org/entity/Q58440472",FALSE,NA,FALSE,NA,1,NA,FALSE
"350","Bertrand Russell","Bertrand Russell - Cles",NA,"high school in Cles in the province of Trento (Italy) [school id: TNIS00600T]","http://www.wikidata.org/entity/Q52989440",FALSE,NA,FALSE,NA,1,NA,FALSE
"351","Bertrand Russell","Bertrand Russell Peace Foundation",NA,"foundation","http://www.wikidata.org/entity/Q828616",FALSE,NA,FALSE,NA,8,NA,FALSE
"352","better teacher","Better teachers are needed to improve science education",NA,NA,"http://www.wikidata.org/entity/Q59056071",FALSE,NA,FALSE,NA,2,"Q59056071",TRUE
"353","better teacher","Better teachers are needed to improve science education",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q57060227",FALSE,NA,FALSE,NA,1,NA,FALSE
"354","black college","Black College Football: BCFX: The Xperience",NA,"video game","http://www.wikidata.org/entity/Q4920558",FALSE,NA,FALSE,NA,1,"Q4920558",TRUE
"355","black college","Black college football national championship",NA,NA,"http://www.wikidata.org/entity/Q4922296",FALSE,NA,FALSE,NA,1,NA,FALSE
"356","black college","Black college students' attitudes toward opportunities in the health professions.",NA,"scientific article","http://www.wikidata.org/entity/Q46361012",FALSE,NA,FALSE,NA,1,NA,FALSE
"357","black college","Black colleges get a raw deal.",NA,"scientific article","http://www.wikidata.org/entity/Q46774041",FALSE,NA,FALSE,NA,1,NA,FALSE
"358","black hole","black hole",NA,"astronomical object so massive that anything falling into it, including light, cannot escape its gravity","http://www.wikidata.org/entity/Q589",TRUE,"Q589",FALSE,NA,24,"Q589",TRUE
"359","black hole","The Black Hole","Black Hole","1979 American science fiction film directed by Gary Nelson for Walt Disney Productions","http://www.wikidata.org/entity/Q304029",FALSE,NA,FALSE,NA,8,NA,FALSE
"360","black hole","Black hole",NA,"places in a network where incoming traffic is silently discarded without informing the source","http://www.wikidata.org/entity/Q880302",FALSE,NA,FALSE,NA,1,NA,FALSE
"361","black hole","Black Hole",NA,"comic book series written and illustrated by Charles Burns","http://www.wikidata.org/entity/Q2331527",FALSE,NA,FALSE,NA,3,NA,FALSE
"362","black hole","Black Hole",NA,"video game","http://www.wikidata.org/entity/Q4920983",FALSE,NA,FALSE,NA,1,NA,FALSE
"363","black hole","Black Hole",NA,"1981 arcade video game","http://www.wikidata.org/entity/Q4920988",FALSE,NA,FALSE,NA,1,NA,FALSE
"364","black hole","Black Hole",NA,"episode of House (S6 E16)","http://www.wikidata.org/entity/Q13479286",FALSE,NA,FALSE,NA,4,NA,FALSE
"365","black hole","Black Hole",NA,"Nintendo Switch video game","http://www.wikidata.org/entity/Q55382079",FALSE,NA,FALSE,NA,1,NA,FALSE
"366","black hole","The Black Hole","Black Hole (2006 film)","2006 television film produced for the Sci Fi channel, directed by Tibor Takács","http://www.wikidata.org/entity/Q6238546",FALSE,NA,FALSE,NA,2,NA,FALSE
"367","black holes","black hole",NA,"astronomical object so massive that anything falling into it, including light, cannot escape its gravity","http://www.wikidata.org/entity/Q589",TRUE,"Q589",FALSE,NA,24,"Q589",TRUE
"368","black holes","The Black Hole","Black Hole","1979 American science fiction film directed by Gary Nelson for Walt Disney Productions","http://www.wikidata.org/entity/Q304029",FALSE,NA,FALSE,NA,8,NA,FALSE
"369","black holes","Black hole",NA,"places in a network where incoming traffic is silently discarded without informing the source","http://www.wikidata.org/entity/Q880302",FALSE,NA,FALSE,NA,1,NA,FALSE
"370","black holes","Black Hole",NA,"comic book series written and illustrated by Charles Burns","http://www.wikidata.org/entity/Q2331527",FALSE,NA,FALSE,NA,3,NA,FALSE
"371","black holes","Black Hole",NA,"video game","http://www.wikidata.org/entity/Q4920983",FALSE,NA,FALSE,NA,1,NA,FALSE
"372","black holes","Black Hole",NA,"1981 arcade video game","http://www.wikidata.org/entity/Q4920988",FALSE,NA,FALSE,NA,1,NA,FALSE
"373","black holes","Black Hole",NA,"episode of House (S6 E16)","http://www.wikidata.org/entity/Q13479286",FALSE,NA,FALSE,NA,4,NA,FALSE
"374","black holes","Black Hole",NA,"Nintendo Switch video game","http://www.wikidata.org/entity/Q55382079",FALSE,NA,FALSE,NA,1,NA,FALSE
"375","black holes","The Black Hole","Black Hole (2006 film)","2006 television film produced for the Sci Fi channel, directed by Tibor Takács","http://www.wikidata.org/entity/Q6238546",FALSE,NA,FALSE,NA,2,NA,FALSE
"376","black holes","Black Holes",NA,"1995 film by Pappi Corsicato","http://www.wikidata.org/entity/Q3790572",FALSE,NA,FALSE,NA,3,NA,FALSE
"377","black holes","Black Holes",NA,"2018 studio album by The Blue Stones","http://www.wikidata.org/entity/Q65066796",FALSE,NA,FALSE,NA,1,NA,FALSE
"378","black holes","Black Holes",NA,NA,"http://www.wikidata.org/entity/Q56068400",FALSE,NA,FALSE,NA,1,NA,FALSE
"379","black holes","Black holes",NA,NA,"http://www.wikidata.org/entity/Q56039612",FALSE,NA,FALSE,NA,1,NA,FALSE
"380","black holes","Black holes",NA,"scientific article published in January 1999","http://www.wikidata.org/entity/Q68317459",FALSE,NA,FALSE,NA,1,NA,FALSE
"381","black holes","Black Holes and Revelations",NA,"album by English alternative rock band Muse","http://www.wikidata.org/entity/Q204240",FALSE,NA,FALSE,NA,2,NA,FALSE
"382","black holes","Black Holes and Entropy",NA,"scientific article","http://www.wikidata.org/entity/Q21707324",FALSE,NA,FALSE,NA,1,NA,FALSE
"383","black holes","Black holes, antivirulence genes, and gene inactivation in the evolution of bacterial pathogens.",NA,"scientific article published on February 2007","http://www.wikidata.org/entity/Q36711515",FALSE,NA,FALSE,NA,1,NA,FALSE
"384","black holes","Black holes in higher dimensional space-times",NA,"article","http://www.wikidata.org/entity/Q56602866",FALSE,NA,FALSE,NA,1,NA,FALSE
"385","black holes","Black holes and critical points in moduli space",NA,NA,"http://www.wikidata.org/entity/Q56973194",FALSE,NA,FALSE,NA,1,NA,FALSE
"386","black student","Black students' school success: Coping with the ?burden of ?acting white??",NA,"article","http://www.wikidata.org/entity/Q56806162",FALSE,NA,FALSE,NA,1,NA,FALSE
"387","black student","Black Student Movement",NA,"Student organization in North Carolina","http://www.wikidata.org/entity/Q4921922",FALSE,NA,FALSE,NA,2,"Q4921922",TRUE
"388","black student","Black Student Union Center",NA,NA,"http://www.wikidata.org/entity/Q55887811",FALSE,NA,FALSE,NA,0,NA,FALSE
"389","black student","Black students in the health sciences",NA,"scientific article published on 01 July 1969","http://www.wikidata.org/entity/Q70978354",FALSE,NA,FALSE,NA,1,NA,FALSE
"390","black student","Black Student Fund",NA,"American nonprofit organization","http://www.wikidata.org/entity/Q54826459",FALSE,NA,FALSE,NA,2,NA,FALSE
"391","black student","BLACK STUDENTS, BLACK STUDIES (NAID 131803)",NA,"item in the National Archives and Records Administration's holdings","http://www.wikidata.org/entity/Q67649595",FALSE,NA,FALSE,NA,2,NA,FALSE
"392","black student","Black students in medical schools.",NA,"scientific article published in December 1976","http://www.wikidata.org/entity/Q46558565",FALSE,NA,FALSE,NA,1,NA,FALSE
"393","black student","Black student recruitment at the University of Washington.",NA,"scientific article","http://www.wikidata.org/entity/Q54067956",FALSE,NA,FALSE,NA,1,NA,FALSE
"394","black student","Black students prepare for rehabilitation careers in speech therapy.",NA,"scientific article published in March 1972","http://www.wikidata.org/entity/Q54036274",FALSE,NA,FALSE,NA,1,NA,FALSE
"395","black student","Black student enrollment in US medical schools",NA,"scientific article published on 01 January 1989","http://www.wikidata.org/entity/Q69933922",FALSE,NA,FALSE,NA,1,NA,FALSE
"396","book burnings","book burning",NA,"practice of destroying, often ceremoniously, books or other written material","http://www.wikidata.org/entity/Q22702",FALSE,NA,FALSE,NA,11,"Q22702",TRUE
"397","book burnings","Book Burning",NA,"750th strip of the webcomic xkcd","http://www.wikidata.org/entity/Q18614551",FALSE,NA,FALSE,NA,1,NA,FALSE
"398","book burnings","Book burning memorial at Bebelplatz",NA,"Memorial at the Bebelplatz in Berlin (Germany)","http://www.wikidata.org/entity/Q18191705",FALSE,NA,FALSE,NA,3,NA,FALSE
"399","book burnings","Book burnings in Chile",NA,NA,"http://www.wikidata.org/entity/Q15715260",FALSE,NA,FALSE,NA,NA,NA,FALSE
"400","book burnings","Book burning at Ephesus",NA,NA,"http://www.wikidata.org/entity/Q30682782",FALSE,NA,FALSE,NA,NA,NA,FALSE
"401","book burnings","Book Burning in Tudor and Stuart England",NA,"article","http://www.wikidata.org/entity/Q59442243",FALSE,NA,FALSE,NA,1,NA,FALSE
"402","book burnings","Book Burning (2011-2012)",NA,"performing arts production","http://www.wikidata.org/entity/Q57501846",FALSE,NA,FALSE,NA,2,NA,FALSE
"403","book burnings","Book Burning (2016-2017)",NA,"performing arts production","http://www.wikidata.org/entity/Q57504012",FALSE,NA,FALSE,NA,2,NA,FALSE
"404","book burnings","Book Burning (2015-2016)",NA,"performing arts production","http://www.wikidata.org/entity/Q57512945",FALSE,NA,FALSE,NA,2,NA,FALSE
"405","book burnings","book burning","book burnings","practice of destroying, often ceremoniously, books or other written material","http://www.wikidata.org/entity/Q22702",FALSE,NA,FALSE,NA,11,"Q22702",TRUE
"406","Brandeis University","Brandeis University",NA,"private research university in Waltham, Massachusetts","http://www.wikidata.org/entity/Q49119",TRUE,"Q49119",FALSE,NA,17,"Q49119",TRUE
"407","Brandeis University","Brandeis University Graduate School of Arts and Sciences",NA,NA,"http://www.wikidata.org/entity/Q4956635",FALSE,NA,FALSE,NA,3,NA,FALSE
"408","Brandeis University","Brandeis University President's House",NA,NA,"http://www.wikidata.org/entity/Q4956637",FALSE,NA,FALSE,NA,2,NA,FALSE
"409","Brandeis University","Brandeis University Department of History",NA,NA,"http://www.wikidata.org/entity/Q72585549",FALSE,NA,FALSE,NA,1,NA,FALSE
"410","Brandeis University","Brandeis University Press",NA,NA,"http://www.wikidata.org/entity/Q76977390",FALSE,NA,FALSE,NA,2,NA,FALSE
"411","Brandeis University","Brandeis University Heller Leadership Program in Health Policy and Management provides an education on the business side of surgery.",NA,"scientific article published in June 2015","http://www.wikidata.org/entity/Q50536451",FALSE,NA,FALSE,NA,1,NA,FALSE
"412","British citizenship","British Citizenship and the ‘Other’: An Analysis of the Earned Citizenship Discourse",NA,"article","http://www.wikidata.org/entity/Q58230869",FALSE,NA,FALSE,NA,1,"Q58230869",TRUE
"413","British citizenship","British citizenship and welfare : some 'grassroots' perceptions, experiences and expectations",NA,"doctoral thesis by Peter Dwyer","http://www.wikidata.org/entity/Q60348811",FALSE,NA,FALSE,NA,1,NA,FALSE
"414","British newspaper","British Newspaper Archive",NA,NA,"http://www.wikidata.org/entity/Q17512154",FALSE,NA,FALSE,NA,3,"Q17512154",TRUE
"415","British newspaper","British newspaper makes House of Lords bribery claims",NA,"Wikinews article","http://www.wikidata.org/entity/Q17660027",FALSE,NA,FALSE,NA,1,NA,FALSE
"416","British universities","British University in Egypt",NA,"private university in Egypt","http://www.wikidata.org/entity/Q3087723",FALSE,NA,FALSE,NA,8,"Q3087723",TRUE
"417","British universities","British university students' attitudes towards noise-induced hearing loss caused by nightclub attendance.",NA,"scientific article","http://www.wikidata.org/entity/Q35084544",FALSE,NA,FALSE,NA,1,NA,FALSE
"418","British universities","British University in Dubai",NA,"The Middle East region's first, research based, postgraduate university","http://www.wikidata.org/entity/Q4971189",FALSE,NA,FALSE,NA,4,NA,FALSE
"419","British universities","British University of Nicosia",NA,NA,"http://www.wikidata.org/entity/Q19611809",FALSE,NA,FALSE,NA,2,NA,FALSE
